source,target,weight
10627,2324,1.0
10627,2834,1.0
10627,4104,1.0
10627,6048,1.0
10627,11310,1.0
10628,4309,1.0
10628,4655,1.0
10628,4707,1.0
10628,6570,1.0
10628,7238,1.0
10628,7681,1.0
10628,8320,1.0
10628,9185,1.0
10628,9614,1.0
10628,10272,1.0
10628,11488,1.0
10629,5690,1.0
10629,6024,1.0
10630,1478,1.0
10631,1948,1.0
10631,4375,1.0
10631,4518,1.0
10631,7836,1.0
10631,7934,1.0
10632,1382,1.0
10632,1987,1.0
10632,6782,1.0
10632,7403,1.0
10632,7824,1.0
10632,8288,1.0
10632,8447,1.0
10633,2422,1.0
10634,179,1.0
10635,2731,1.0
10635,4758,1.0
10636,7707,1.0
10636,7711,1.0
10636,8292,1.0
10636,9925,1.0
10637,4164,1.0
10637,6208,1.0
10637,7343,1.0
10637,7843,1.0
10637,9753,1.0
10638,2377,1.0
10638,4282,1.0
10638,4340,1.0
10638,5178,1.0
10639,86,1.0
10639,1014,1.0
10639,6749,1.0
10639,7788,1.0
10639,10455,1.0
10640,5935,1.0
10640,5964,1.0
10641,2621,1.0
10641,8431,1.0
10641,9636,1.0
10641,10067,1.0
10641,10536,1.0
10642,7427,1.0
10642,10318,1.0
10642,10558,1.0
10643,3502,1.0
10643,6033,1.0
10643,7262,1.0
10643,8129,1.0
10643,11632,1.0
10644,2685,1.0
10644,3494,1.0
10644,6821,1.0
10644,6902,1.0
10644,10071,1.0
10645,1328,1.0
10645,4202,1.0
10646,191,1.0
10646,7874,1.0
10647,1895,1.0
10647,1965,1.0
10647,2302,1.0
10647,3858,1.0
10647,6935,1.0
10647,7565,1.0
10648,20,1.0
10648,4215,1.0
10648,8329,1.0
10649,1103,1.0
10649,2147,1.0
10650,1734,1.0
10650,4778,1.0
10650,7118,1.0
10650,7355,1.0
10650,8050,1.0
10650,8245,1.0
10650,10234,1.0
10651,3385,1.0
10651,6689,1.0
10652,4657,1.0
10652,4993,1.0
10652,5654,1.0
10652,7546,1.0
10652,10392,1.0
10652,10397,1.0
10652,10803,1.0
10653,2451,1.0
10653,2523,1.0
10653,3118,1.0
10653,4394,1.0
10653,5635,1.0
10653,10672,1.0
10654,4688,1.0
10654,4789,1.0
10654,10226,1.0
10654,10662,1.0
10654,10785,1.0
10655,1535,1.0
10655,4923,1.0
10655,5372,1.0
10655,11582,1.0
10656,9137,1.0
10657,1134,1.0
10657,1603,1.0
10657,5472,1.0
10657,5501,1.0
10657,10836,1.0
10658,2399,1.0
10659,3303,1.0
10659,3636,1.0
10659,5544,1.0
10659,5794,1.0
10659,6317,1.0
10659,11598,1.0
10660,5320,1.0
10660,5778,1.0
10660,9871,1.0
10661,7774,1.0
10662,4789,1.0
10662,5669,1.0
10662,10445,1.0
10662,10654,1.0
10663,4806,1.0
10663,11650,1.0
10664,3784,1.0
10664,5453,1.0
10664,8672,1.0
10664,8999,1.0
10664,10833,1.0
10664,11662,1.0
10665,5406,1.0
10665,8723,1.0
10665,8882,1.0
10665,10135,1.0
10666,2913,1.0
10666,8532,1.0
10666,9735,1.0
10667,3955,1.0
10667,4689,1.0
10667,5850,1.0
10667,10104,1.0
10667,10671,1.0
10668,52,1.0
10669,173,1.0
10669,2330,1.0
10669,2533,1.0
10669,3712,1.0
10669,7413,1.0
10669,10303,1.0
10669,10321,1.0
10670,2133,1.0
10670,8110,1.0
10670,8338,1.0
10670,10722,1.0
10671,2141,1.0
10671,3615,1.0
10671,5850,1.0
10671,10378,1.0
10671,10667,1.0
10672,2719,1.0
10672,10653,1.0
10673,5509,1.0
10673,5646,1.0
10673,5765,1.0
10673,7195,1.0
10673,7464,1.0
10673,7618,1.0
10673,7953,1.0
10673,10769,1.0
10673,11531,1.0
10674,5665,1.0
10674,7424,1.0
10674,10398,1.0
10675,1705,1.0
10675,3236,1.0
10675,3976,1.0
10675,5785,1.0
10675,8798,1.0
10675,9118,1.0
10675,9139,1.0
10675,11375,1.0
10675,11850,1.0
10676,1548,1.0
10676,1635,1.0
10676,2997,1.0
10676,3004,1.0
10676,3459,1.0
10676,5331,1.0
10676,9696,1.0
10676,11229,1.0
10676,11606,1.0
10676,11703,1.0
10677,2468,1.0
10677,2949,1.0
10677,4681,1.0
10677,6158,1.0
10677,8222,1.0
10677,10446,1.0
10678,5378,1.0
10678,5431,1.0
10679,5628,1.0
10680,5242,1.0
10681,2176,1.0
10681,3375,1.0
10681,4295,1.0
10681,5449,1.0
10681,5963,1.0
10681,7930,1.0
10681,10332,1.0
10681,10404,1.0
10682,11,1.0
10682,79,1.0
10682,1309,1.0
10682,8465,1.0
10682,8849,1.0
10682,10181,1.0
10682,11765,1.0
10683,1261,1.0
10683,3862,1.0
10683,5970,1.0
10683,10691,1.0
10684,242,1.0
10684,3670,1.0
10684,10328,1.0
10685,1922,1.0
10685,10376,1.0
10686,3243,1.0
10686,3420,1.0
10686,10780,1.0
10686,10821,1.0
10686,10866,1.0
10686,10877,1.0
10686,11116,1.0
10687,5528,1.0
10687,5618,1.0
10687,10266,1.0
10687,10415,1.0
10687,11642,1.0
10688,1453,1.0
10688,5426,1.0
10688,9012,1.0
10688,10730,1.0
10688,10781,1.0
10689,10716,1.0
10690,1854,1.0
10690,1872,1.0
10690,2573,1.0
10690,2767,1.0
10690,3862,1.0
10690,5970,1.0
10690,8153,1.0
10690,10691,1.0
10690,11081,1.0
10691,1953,1.0
10691,3862,1.0
10691,10683,1.0
10691,10690,1.0
10692,2912,1.0
10693,137,1.0
10693,1431,1.0
10693,1697,1.0
10693,10922,1.0
10694,1564,1.0
10694,1844,1.0
10694,2178,1.0
10694,4571,1.0
10694,4713,1.0
10694,5771,1.0
10694,11090,1.0
10695,10886,1.0
10696,2293,1.0
10697,10879,1.0
10698,2399,1.0
10698,11601,1.0
10699,5581,1.0
10699,7535,1.0
10699,8070,1.0
10699,9741,1.0
10699,9974,1.0
10699,10447,1.0
10699,11914,1.0
10700,10727,1.0
10701,4485,1.0
10701,5030,1.0
10701,5222,1.0
10701,5277,1.0
10701,7113,1.0
10701,10448,1.0
10702,18,1.0
10702,4235,1.0
10703,5488,1.0
10703,5761,1.0
10703,9264,1.0
10703,10913,1.0
10704,166,1.0
10704,535,1.0
10704,5017,1.0
10704,7884,1.0
10704,8113,1.0
10704,10536,1.0
10704,10840,1.0
10705,4694,1.0
10706,475,1.0
10706,515,1.0
10706,2452,1.0
10706,2745,1.0
10706,3274,1.0
10706,9275,1.0
10706,10801,1.0
10707,10450,1.0
10707,10809,1.0
10707,11805,1.0
10708,951,1.0
10708,1168,1.0
10708,7077,1.0
10708,9414,1.0
10708,10858,1.0
10709,1526,1.0
10709,1581,1.0
10709,3315,1.0
10709,4824,1.0
10709,4921,1.0
10709,5492,1.0
10709,7201,1.0
10709,10714,1.0
10709,10820,1.0
10710,5529,1.0
10710,10835,1.0
10711,10455,1.0
10712,5347,1.0
10712,5662,1.0
10712,9640,1.0
10712,10933,1.0
10712,11084,1.0
10712,11899,1.0
10713,5939,1.0
10713,11375,1.0
10713,11705,1.0
10714,4624,1.0
10714,6870,1.0
10714,8566,1.0
10714,10709,1.0
10714,10857,1.0
10714,11330,1.0
10714,11332,1.0
10715,1985,1.0
10715,3881,1.0
10715,5332,1.0
10715,10788,1.0
10715,11136,1.0
10716,5891,1.0
10716,8467,1.0
10716,10689,1.0
10716,10881,1.0
10716,10888,1.0
10717,2570,1.0
10717,4947,1.0
10717,5006,1.0
10717,5734,1.0
10717,6992,1.0
10717,8667,1.0
10717,9710,1.0
10718,6886,1.0
10718,7884,1.0
10718,8478,1.0
10718,10554,1.0
10718,10726,1.0
10719,5568,1.0
10719,5761,1.0
10719,7094,1.0
10719,10154,1.0
10719,10966,1.0
10720,5397,1.0
10720,9772,1.0
10720,11458,1.0
10720,11873,1.0
10721,1835,1.0
10721,10304,1.0
10722,215,1.0
10722,911,1.0
10722,5136,1.0
10722,10670,1.0
10723,5538,1.0
10723,8646,1.0
10723,9163,1.0
10723,9934,1.0
10724,11588,1.0
10725,5681,1.0
10725,7699,1.0
10725,8819,1.0
10726,10139,1.0
10726,10718,1.0
10727,2313,1.0
10727,3853,1.0
10727,4455,1.0
10727,5049,1.0
10727,5583,1.0
10727,7788,1.0
10727,10700,1.0
10728,1629,1.0
10728,3662,1.0
10728,11839,1.0
10729,5016,1.0
10729,6952,1.0
10730,4693,1.0
10730,5542,1.0
10730,8679,1.0
10730,10688,1.0
10730,10781,1.0
10730,11715,1.0
10731,2284,1.0
10731,5022,1.0
10732,559,1.0
10732,4394,1.0
10732,5802,1.0
10732,9350,1.0
10733,7750,1.0
10734,3854,1.0
10734,8940,1.0
10735,4609,1.0
10735,10879,1.0
10736,4887,1.0
10736,8490,1.0
10736,10072,1.0
10737,1156,1.0
10737,1961,1.0
10737,2944,1.0
10737,2966,1.0
10737,3319,1.0
10737,4206,1.0
10737,4297,1.0
10737,8057,1.0
10737,10052,1.0
10737,11228,1.0
10737,11312,1.0
10738,4440,1.0
10738,5386,1.0
10738,9016,1.0
10738,9530,1.0
10739,2614,1.0
10740,5721,1.0
10741,5370,1.0
10741,5446,1.0
10741,5562,1.0
10741,5702,1.0
10741,8119,1.0
10741,11937,1.0
10742,2926,1.0
10742,9290,1.0
10742,11007,1.0
10742,11185,1.0
10742,11288,1.0
10742,11298,1.0
10742,11302,1.0
10742,11407,1.0
10742,11557,1.0
10742,11691,1.0
10742,11778,1.0
10743,1726,1.0
10743,3010,1.0
10743,8130,1.0
10743,9217,1.0
10743,9223,1.0
10744,101,1.0
10744,1814,1.0
10744,5325,1.0
10744,5516,1.0
10744,5622,1.0
10744,5792,1.0
10744,10992,1.0
10745,2030,1.0
10745,5680,1.0
10745,7340,1.0
10745,7639,1.0
10745,7823,1.0
10745,8422,1.0
10745,9444,1.0
10746,1428,1.0
10746,1452,1.0
10746,1738,1.0
10746,4086,1.0
10747,10393,1.0
10747,11994,1.0
10748,1554,1.0
10748,2304,1.0
10748,2743,1.0
10748,3099,1.0
10748,3818,1.0
10748,5444,1.0
10748,10806,1.0
10749,2990,1.0
10749,7899,1.0
10750,7563,1.0
10751,2189,1.0
10751,3767,1.0
10751,7861,1.0
10752,5430,1.0
10752,5653,1.0
10752,5771,1.0
10752,5823,1.0
10752,9035,1.0
10752,11914,1.0
10753,2039,1.0
10753,2304,1.0
10753,2503,1.0
10753,6039,1.0
10754,964,1.0
10754,5387,1.0
10754,10793,1.0
10755,1134,1.0
10755,1281,1.0
10755,2048,1.0
10755,7026,1.0
10755,10621,1.0
10756,5418,1.0
10756,5870,1.0
10756,8791,1.0
10756,9735,1.0
10756,10200,1.0
10757,1281,1.0
10757,2047,1.0
10757,7015,1.0
10758,1080,1.0
10758,4912,1.0
10758,4938,1.0
10758,5025,1.0
10759,5534,1.0
10759,7139,1.0
10759,7451,1.0
10759,7809,1.0
10759,8328,1.0
10759,10444,1.0
10760,5015,1.0
10760,8847,1.0
10761,1222,1.0
10761,7551,1.0
10761,8489,1.0
10761,9194,1.0
10761,10103,1.0
10761,10388,1.0
10762,4167,1.0
10762,4258,1.0
10762,10335,1.0
10763,155,1.0
10763,10934,1.0
10764,4193,1.0
10764,11839,1.0
10765,8422,1.0
10766,1799,1.0
10766,1956,1.0
10766,3187,1.0
10766,5574,1.0
10766,7021,1.0
10766,10529,1.0
10767,5530,1.0
10768,4959,1.0
10768,4968,1.0
10768,5686,1.0
10769,4252,1.0
10769,8487,1.0
10769,10673,1.0
10770,1632,1.0
10770,4798,1.0
10770,6931,1.0
10770,8518,1.0
10770,10842,1.0
10771,1611,1.0
10771,4706,1.0
10771,4870,1.0
10771,5149,1.0
10771,9163,1.0
10771,10283,1.0
10771,10445,1.0
10772,188,1.0
10773,3482,1.0
10773,3489,1.0
10773,5139,1.0
10773,10404,1.0
10774,1030,1.0
10775,3727,1.0
10775,4689,1.0
10775,6688,1.0
10775,10378,1.0
10775,11837,1.0
10775,11901,1.0
10776,1825,1.0
10776,4003,1.0
10776,6886,1.0
10776,7884,1.0
10776,8850,1.0
10776,10554,1.0
10777,1458,1.0
10777,2179,1.0
10777,5449,1.0
10777,7562,1.0
10777,8800,1.0
10777,10503,1.0
10778,3990,1.0
10778,3991,1.0
10778,5869,1.0
10778,8604,1.0
10778,8852,1.0
10779,4606,1.0
10779,10271,1.0
10780,5442,1.0
10780,5852,1.0
10780,8517,1.0
10780,10057,1.0
10780,10346,1.0
10780,10686,1.0
10780,10821,1.0
10781,1836,1.0
10781,1989,1.0
10781,5426,1.0
10781,5598,1.0
10781,5810,1.0
10781,6153,1.0
10781,7323,1.0
10781,10688,1.0
10781,10730,1.0
10781,10994,1.0
10782,1501,1.0
10783,2157,1.0
10783,2298,1.0
10784,1121,1.0
10784,3059,1.0
10785,4789,1.0
10785,10445,1.0
10785,10654,1.0
10785,11829,1.0
10786,7199,1.0
10787,1696,1.0
10787,9534,1.0
10787,11445,1.0
10788,4690,1.0
10788,5192,1.0
10788,7643,1.0
10788,8273,1.0
10788,9049,1.0
10788,10715,1.0
10789,2178,1.0
10789,5503,1.0
10789,6779,1.0
10789,8934,1.0
10789,9326,1.0
10789,9328,1.0
10789,10911,1.0
10790,1370,1.0
10790,4786,1.0
10790,4820,1.0
10790,4824,1.0
10791,1931,1.0
10791,2949,1.0
10791,5918,1.0
10791,7300,1.0
10791,7663,1.0
10791,7841,1.0
10791,7977,1.0
10791,8254,1.0
10791,10235,1.0
10792,2396,1.0
10792,2581,1.0
10792,2598,1.0
10792,7580,1.0
10792,10806,1.0
10792,10865,1.0
10793,3854,1.0
10793,6444,1.0
10793,7900,1.0
10793,7928,1.0
10793,8757,1.0
10793,10754,1.0
10794,2155,1.0
10794,7434,1.0
10794,8019,1.0
10794,9676,1.0
10794,10223,1.0
10794,10307,1.0
10794,11227,1.0
10795,3404,1.0
10795,4272,1.0
10795,5322,1.0
10795,5557,1.0
10795,5676,1.0
10795,8310,1.0
10795,10396,1.0
10795,10809,1.0
10795,11948,1.0
10796,451,1.0
10796,3330,1.0
10796,5524,1.0
10796,5531,1.0
10796,7964,1.0
10796,9706,1.0
10797,2263,1.0
10797,3573,1.0
10797,5971,1.0
10797,6969,1.0
10797,8451,1.0
10797,8492,1.0
10797,8819,1.0
10798,7762,1.0
10798,8310,1.0
10799,2502,1.0
10799,3715,1.0
10800,8643,1.0
10801,3496,1.0
10801,3596,1.0
10801,4437,1.0
10801,4658,1.0
10801,4848,1.0
10801,5952,1.0
10801,7297,1.0
10801,7701,1.0
10801,8424,1.0
10801,9674,1.0
10801,10706,1.0
10802,3063,1.0
10802,11039,1.0
10803,1901,1.0
10803,3129,1.0
10803,3562,1.0
10803,7162,1.0
10803,7231,1.0
10803,9316,1.0
10803,10305,1.0
10803,10652,1.0
10803,10816,1.0
10804,103,1.0
10804,2550,1.0
10804,2577,1.0
10804,7495,1.0
10804,8067,1.0
10804,8409,1.0
10805,1607,1.0
10805,4157,1.0
10805,5358,1.0
10805,5376,1.0
10805,5544,1.0
10805,5665,1.0
10805,5703,1.0
10805,8103,1.0
10805,10444,1.0
10806,1093,1.0
10806,2231,1.0
10806,2581,1.0
10806,4033,1.0
10806,7580,1.0
10806,7630,1.0
10806,9191,1.0
10806,10748,1.0
10806,10792,1.0
10807,1937,1.0
10808,4826,1.0
10808,5873,1.0
10808,6888,1.0
10808,7311,1.0
10808,9021,1.0
10808,9583,1.0
10808,10221,1.0
10808,10445,1.0
10808,11576,1.0
10809,5676,1.0
10809,5694,1.0
10809,8310,1.0
10809,10450,1.0
10809,10707,1.0
10809,10795,1.0
10810,1720,1.0
10810,4763,1.0
10810,5547,1.0
10810,7479,1.0
10810,9287,1.0
10810,11412,1.0
10811,4830,1.0
10811,11505,1.0
10812,1719,1.0
10812,5672,1.0
10812,7339,1.0
10812,8806,1.0
10813,1639,1.0
10813,1964,1.0
10813,5399,1.0
10813,5626,1.0
10813,5630,1.0
10813,5650,1.0
10813,6022,1.0
10813,7213,1.0
10814,2231,1.0
10814,2362,1.0
10814,2488,1.0
10814,5169,1.0
10814,7303,1.0
10814,7304,1.0
10815,3675,1.0
10815,10369,1.0
10816,1633,1.0
10816,3082,1.0
10816,3790,1.0
10816,5470,1.0
10816,5832,1.0
10816,7162,1.0
10816,7231,1.0
10816,8016,1.0
10816,9828,1.0
10816,10166,1.0
10816,10305,1.0
10816,10803,1.0
10816,10948,1.0
10817,934,1.0
10817,2809,1.0
10817,4049,1.0
10817,4552,1.0
10818,66,1.0
10818,4851,1.0
10819,5369,1.0
10820,488,1.0
10820,2890,1.0
10820,5568,1.0
10820,10365,1.0
10820,10709,1.0
10821,4725,1.0
10821,10686,1.0
10821,10780,1.0
10821,10866,1.0
10821,11643,1.0
10822,4712,1.0
10822,11677,1.0
10823,5112,1.0
10824,11562,1.0
10825,1088,1.0
10825,1526,1.0
10825,3216,1.0
10825,3398,1.0
10825,7028,1.0
10825,7040,1.0
10826,3243,1.0
10826,4675,1.0
10826,5549,1.0
10826,10287,1.0
10826,10877,1.0
10826,11781,1.0
10827,144,1.0
10827,2279,1.0
10827,2563,1.0
10827,5500,1.0
10827,7068,1.0
10827,9663,1.0
10828,1382,1.0
10828,4911,1.0
10828,7420,1.0
10828,9444,1.0
10828,9934,1.0
10829,2398,1.0
10829,3078,1.0
10829,5130,1.0
10829,8297,1.0
10830,1605,1.0
10830,4519,1.0
10830,5487,1.0
10830,7108,1.0
10830,11663,1.0
10831,2068,1.0
10831,4598,1.0
10831,8680,1.0
10831,9373,1.0
10831,10889,1.0
10832,152,1.0
10832,1881,1.0
10832,2243,1.0
10832,9306,1.0
10833,2074,1.0
10833,5414,1.0
10833,5539,1.0
10833,5550,1.0
10833,7438,1.0
10833,10209,1.0
10833,10217,1.0
10833,10664,1.0
10834,10227,1.0
10835,5529,1.0
10835,10198,1.0
10835,10310,1.0
10835,10342,1.0
10835,10710,1.0
10835,11324,1.0
10836,1603,1.0
10836,4657,1.0
10836,5501,1.0
10836,8340,1.0
10836,10657,1.0
10836,11260,1.0
10836,11877,1.0
10837,2302,1.0
10837,4039,1.0
10837,10978,1.0
10838,5767,1.0
10838,5795,1.0
10838,5833,1.0
10838,5965,1.0
10838,7454,1.0
10838,10243,1.0
10838,10252,1.0
10838,10449,1.0
10838,11219,1.0
10839,1317,1.0
10839,1732,1.0
10839,4813,1.0
10839,8002,1.0
10839,8192,1.0
10840,2621,1.0
10840,2811,1.0
10840,4558,1.0
10840,6018,1.0
10840,6990,1.0
10840,8113,1.0
10840,10704,1.0
10840,10841,1.0
10841,2621,1.0
10841,2811,1.0
10841,4558,1.0
10841,6018,1.0
10841,6936,1.0
10841,10840,1.0
10841,12049,1.0
10842,1665,1.0
10842,3716,1.0
10842,4582,1.0
10842,6996,1.0
10842,8518,1.0
10842,10770,1.0
10843,4581,1.0
10843,4758,1.0
10843,7109,1.0
10844,3228,1.0
10844,3422,1.0
10844,3453,1.0
10844,9583,1.0
10844,11576,1.0
10844,11682,1.0
10844,11840,1.0
10845,1447,1.0
10845,8130,1.0
10845,10450,1.0
10846,3403,1.0
10846,4258,1.0
10846,8532,1.0
10847,5770,1.0
10848,3124,1.0
10848,7120,1.0
10848,8492,1.0
10849,4674,1.0
10849,5858,1.0
10850,4688,1.0
10850,4815,1.0
10850,5726,1.0
10850,11985,1.0
10851,553,1.0
10851,1163,1.0
10851,2314,1.0
10851,5332,1.0
10851,5482,1.0
10851,5957,1.0
10851,10491,1.0
10851,10904,1.0
10852,3770,1.0
10852,4728,1.0
10852,5053,1.0
10853,2002,1.0
10853,5502,1.0
10853,9329,1.0
10853,10868,1.0
10853,10881,1.0
10853,11504,1.0
10853,11925,1.0
10854,11987,1.0
10855,3184,1.0
10855,11533,1.0
10856,4158,1.0
10857,1526,1.0
10857,3250,1.0
10857,4318,1.0
10857,4589,1.0
10857,4604,1.0
10857,4611,1.0
10857,4957,1.0
10857,5122,1.0
10857,10714,1.0
10858,505,1.0
10858,1849,1.0
10858,2367,1.0
10858,2914,1.0
10858,4665,1.0
10858,4891,1.0
10858,7712,1.0
10858,9288,1.0
10858,9414,1.0
10858,10708,1.0
10859,8437,1.0
10859,11136,1.0
10859,12040,1.0
10860,1486,1.0
10861,5488,1.0
10862,5358,1.0
10862,7340,1.0
10862,8591,1.0
10862,9444,1.0
10863,3184,1.0
10864,2442,1.0
10864,5598,1.0
10864,8048,1.0
10864,8583,1.0
10865,66,1.0
10865,1554,1.0
10865,2581,1.0
10865,8163,1.0
10865,10792,1.0
10866,10686,1.0
10866,10821,1.0
10867,1318,1.0
10867,1339,1.0
10867,1781,1.0
10867,1956,1.0
10867,2042,1.0
10867,4973,1.0
10867,7063,1.0
10868,4869,1.0
10868,5364,1.0
10868,10853,1.0
10868,10872,1.0
10869,1992,1.0
10869,3408,1.0
10869,8085,1.0
10869,9694,1.0
10870,32,1.0
10870,1573,1.0
10870,2141,1.0
10870,3208,1.0
10870,3620,1.0
10870,4293,1.0
10870,6952,1.0
10870,10519,1.0
10871,10877,1.0
10872,4869,1.0
10872,5364,1.0
10872,9190,1.0
10872,9429,1.0
10872,9439,1.0
10872,9640,1.0
10872,10868,1.0
10872,10881,1.0
10872,11096,1.0
10873,5552,1.0
10874,4760,1.0
10874,4957,1.0
10875,2519,1.0
10875,5689,1.0
10875,6101,1.0
10875,7802,1.0
10875,9344,1.0
10876,1259,1.0
10877,3243,1.0
10877,4611,1.0
10877,5568,1.0
10877,5888,1.0
10877,10287,1.0
10877,10686,1.0
10877,10826,1.0
10877,10871,1.0
10877,10921,1.0
10878,171,1.0
10878,5362,1.0
10878,5529,1.0
10878,5778,1.0
10878,5843,1.0
10878,10342,1.0
10878,11180,1.0
10879,5389,1.0
10879,5939,1.0
10879,8532,1.0
10879,10411,1.0
10879,10697,1.0
10879,10735,1.0
10879,12006,1.0
10880,8692,1.0
10880,11515,1.0
10880,11528,1.0
10880,11781,1.0
10881,2002,1.0
10881,2216,1.0
10881,5364,1.0
10881,7218,1.0
10881,8485,1.0
10881,9429,1.0
10881,10716,1.0
10881,10853,1.0
10881,10872,1.0
10881,10888,1.0
10881,11925,1.0
10882,4683,1.0
10882,10283,1.0
10883,1476,1.0
10883,1662,1.0
10883,3028,1.0
10883,3174,1.0
10883,4816,1.0
10883,4893,1.0
10883,5672,1.0
10883,5874,1.0
10883,8806,1.0
10883,11829,1.0
10883,11905,1.0
10884,4816,1.0
10884,9340,1.0
10884,10909,1.0
10884,11829,1.0
10884,11905,1.0
10884,11916,1.0
10885,4272,1.0
10885,10396,1.0
10885,11990,1.0
10886,9330,1.0
10886,10695,1.0
10886,11090,1.0
10887,2845,1.0
10887,9039,1.0
10888,5365,1.0
10888,8485,1.0
10888,9640,1.0
10888,10716,1.0
10888,10881,1.0
10888,11925,1.0
10889,2708,1.0
10889,6269,1.0
10889,10258,1.0
10889,10831,1.0
10890,7196,1.0
10890,10292,1.0
10890,10297,1.0
10890,10307,1.0
10890,11914,1.0
10891,3281,1.0
10891,8427,1.0
10891,8712,1.0
10892,4643,1.0
10892,11389,1.0
10893,4693,1.0
10893,7152,1.0
10893,8679,1.0
10893,11419,1.0
10894,138,1.0
10894,163,1.0
10895,1852,1.0
10895,8737,1.0
10895,9233,1.0
10895,9804,1.0
10895,10213,1.0
10895,11560,1.0
10896,8858,1.0
10896,11829,1.0
10897,5705,1.0
10897,9137,1.0
10898,2030,1.0
10898,9189,1.0
10899,5608,1.0
10900,1995,1.0
10900,3884,1.0
10900,5468,1.0
10900,5505,1.0
10900,8051,1.0
10900,10291,1.0
10900,10371,1.0
10900,10446,1.0
10900,11154,1.0
10900,11794,1.0
10901,1948,1.0
10901,1966,1.0
10901,2526,1.0
10901,4467,1.0
10901,6961,1.0
10902,171,1.0
10902,2424,1.0
10903,2182,1.0
10903,5676,1.0
10903,8216,1.0
10903,8310,1.0
10904,2406,1.0
10904,5023,1.0
10904,10851,1.0
10905,2850,1.0
10905,4685,1.0
10906,2597,1.0
10906,2769,1.0
10906,5113,1.0
10906,5176,1.0
10906,10908,1.0
10906,11192,1.0
10907,49,1.0
10907,553,1.0
10907,4088,1.0
10907,6267,1.0
10908,56,1.0
10908,1474,1.0
10908,5113,1.0
10908,7065,1.0
10908,10906,1.0
10909,2068,1.0
10909,3573,1.0
10909,10884,1.0
10909,10912,1.0
10909,11281,1.0
10909,11916,1.0
10910,3671,1.0
10910,5002,1.0
10911,1566,1.0
10911,9340,1.0
10911,10218,1.0
10911,10296,1.0
10911,10323,1.0
10911,10789,1.0
10911,11346,1.0
10912,1501,1.0
10912,2068,1.0
10912,4816,1.0
10912,8452,1.0
10912,9072,1.0
10912,9168,1.0
10912,10296,1.0
10912,10909,1.0
10913,3223,1.0
10913,4718,1.0
10913,8733,1.0
10913,8870,1.0
10913,9116,1.0
10913,9939,1.0
10913,10154,1.0
10913,10703,1.0
10914,1596,1.0
10914,8865,1.0
10914,9380,1.0
10914,9450,1.0
10914,11019,1.0
10914,11613,1.0
10914,12028,1.0
10915,2476,1.0
10915,3078,1.0
10915,8329,1.0
10916,1542,1.0
10916,2592,1.0
10916,2596,1.0
10916,3085,1.0
10916,4808,1.0
10916,5297,1.0
10917,5320,1.0
10917,5362,1.0
10917,5529,1.0
10917,5707,1.0
10917,5778,1.0
10917,11111,1.0
10917,11251,1.0
10917,11693,1.0
10918,2143,1.0
10918,2176,1.0
10918,4577,1.0
10918,4883,1.0
10918,6952,1.0
10918,8496,1.0
10919,1474,1.0
10919,1531,1.0
10919,2183,1.0
10919,2592,1.0
10919,3085,1.0
10919,3351,1.0
10919,5861,1.0
10919,7472,1.0
10920,1702,1.0
10920,2025,1.0
10920,4272,1.0
10920,4698,1.0
10920,5676,1.0
10920,8310,1.0
10920,8707,1.0
10920,9223,1.0
10920,11061,1.0
10920,11485,1.0
10920,11548,1.0
10921,5488,1.0
10921,5682,1.0
10921,9173,1.0
10921,9545,1.0
10921,10877,1.0
10921,11890,1.0
10922,1727,1.0
10922,3028,1.0
10922,3672,1.0
10922,9295,1.0
10922,10693,1.0
10922,11039,1.0
10922,11122,1.0
10923,1704,1.0
10923,7714,1.0
10923,10938,1.0
10923,11011,1.0
10924,77,1.0
10924,11811,1.0
10924,11927,1.0
10924,12004,1.0
10925,65,1.0
10925,4155,1.0
10925,4352,1.0
10925,5458,1.0
10925,6048,1.0
10925,7442,1.0
10925,9409,1.0
10926,1961,1.0
10926,4122,1.0
10926,5630,1.0
10926,5650,1.0
10926,5960,1.0
10926,6022,1.0
10926,7213,1.0
10926,7987,1.0
10927,1718,1.0
10927,5414,1.0
10927,5901,1.0
10927,11660,1.0
10928,2111,1.0
10928,2554,1.0
10928,5085,1.0
10928,7301,1.0
10928,7976,1.0
10928,8325,1.0
10928,8456,1.0
10929,8318,1.0
10930,42,1.0
10930,3432,1.0
10931,9341,1.0
10931,9627,1.0
10932,136,1.0
10932,1261,1.0
10932,9783,1.0
10932,10108,1.0
10933,1425,1.0
10933,3908,1.0
10933,5532,1.0
10933,8643,1.0
10933,9868,1.0
10933,10712,1.0
10933,11720,1.0
10934,7525,1.0
10934,10763,1.0
10934,11017,1.0
10935,1027,1.0
10935,1565,1.0
10935,3544,1.0
10935,5671,1.0
10935,8260,1.0
10935,10075,1.0
10935,11047,1.0
10936,3286,1.0
10936,3539,1.0
10936,5432,1.0
10936,8622,1.0
10936,8971,1.0
10936,9073,1.0
10936,9388,1.0
10936,9795,1.0
10936,9862,1.0
10936,11350,1.0
10936,11840,1.0
10937,1646,1.0
10937,7879,1.0
10938,9689,1.0
10938,10229,1.0
10938,10923,1.0
10938,11179,1.0
10939,379,1.0
10939,3481,1.0
10939,5631,1.0
10939,8617,1.0
10939,11582,1.0
10940,3146,1.0
10940,5554,1.0
10941,307,1.0
10941,3571,1.0
10942,3012,1.0
