Wealth.index,Type.of.place.of.residence,Frequency.eats.fish,Frequency.eats.chicken.or.meat,Has.refrigerator,id
4,0,0,0,1,6113
4,0,0,0,1,6114
4,1,0,0,1,6115
4,1,0,0,1,6116
4,1,0,0,1,6117
4,0,0,0,1,6118
3,1,0,0,1,6119
2,1,0,1,1,6120
3,1,0,0,1,6121
4,0,0,1,1,6122
4,0,0,0,1,6123
4,1,0,0,1,6124
3,1,0,0,1,6125
4,1,0,0,1,6126
4,0,0,0,1,6127
4,1,0,0,1,6128
3,1,0,0,1,6129
4,0,0,0,1,6130
4,0,0,0,1,6131
4,0,0,0,1,6132
4,1,0,0,1,6133
4,0,0,0,0,6134
4,0,1,1,1,6135
4,0,1,1,1,6136
4,1,0,0,1,6137
4,0,0,0,1,6138
4,1,0,1,1,6139
3,1,0,1,1,6140
1,0,0,0,0,6141
3,1,0,0,0,6142
4,1,0,0,1,6143
4,0,0,1,1,6144
4,0,0,1,1,6145
3,1,0,0,1,6146
4,1,0,0,1,6147
4,1,0,1,1,6148
2,1,0,0,0,6149
3,0,0,1,1,6150
3,0,0,0,1,6151
4,1,0,0,1,6152
4,1,0,1,1,6153
2,1,0,0,0,6154
3,1,0,0,0,6155
4,1,0,0,1,6156
4,1,0,1,1,6157
3,0,1,2,1,6158
4,0,0,0,1,6159
4,0,0,0,1,6160
1,1,0,0,1,6161
4,0,0,0,1,6162
3,1,0,0,1,6163
4,1,0,0,1,6164
3,0,0,0,1,6165
4,0,0,0,1,6166
4,0,0,0,1,6167
4,0,0,0,1,6168
4,0,0,0,1,6169
4,0,0,0,1,6170
3,1,0,0,1,6171
4,1,1,1,1,6172
3,1,0,1,1,6173
3,1,0,1,1,6174
4,1,0,0,1,6175
4,1,0,0,1,6176
4,0,1,2,1,6177
4,0,0,0,1,6178
4,0,0,0,1,6179
4,0,0,0,1,6180
4,0,0,0,1,6181
4,0,0,0,1,6182
4,0,0,0,1,6183
4,0,1,1,1,6184
4,1,0,0,1,6185
3,1,0,0,1,6186
3,1,0,0,1,6187
4,1,0,0,1,6188
2,1,0,2,1,6189
4,1,0,0,1,6190
2,1,0,0,1,6191
3,1,0,2,1,6192
4,1,1,1,1,6193
2,1,1,1,1,6194
4,1,0,0,1,6195
3,1,0,0,1,6196
3,1,0,1,0,6197
2,1,0,0,1,6198
4,1,0,0,1,6199
4,0,0,0,1,6200
4,0,0,1,1,6201
4,0,0,0,1,6202
3,1,0,0,1,6203
3,1,0,0,1,6204
4,0,0,0,1,6205
4,0,0,0,1,6206
4,1,0,0,1,6207
4,1,0,0,1,6208
4,1,0,0,1,6209
2,1,0,0,1,6210
4,1,0,0,1,6211
4,1,0,0,1,6212
2,1,0,0,1,6213
4,0,2,2,1,6214
4,1,0,0,1,6215
4,1,0,0,1,6216
3,1,0,0,1,6217
4,0,0,0,1,6218
4,1,0,0,1,6219
4,1,0,0,1,6220
4,0,1,1,1,6221
4,0,0,0,1,6222
4,0,0,0,1,6223
4,0,0,0,1,6224
4,0,0,1,1,6225
4,0,0,2,1,6226
4,0,0,1,1,6227
3,1,0,0,1,6228
2,0,0,1,1,6229
4,0,0,1,1,6230
4,1,1,1,1,6231
4,0,0,1,1,6232
4,1,0,0,1,6233
4,1,0,0,1,6234
4,0,0,1,1,6235
4,0,0,0,1,6236
4,0,0,0,1,6237
2,1,0,1,0,6238
3,1,0,0,1,6239
4,1,0,0,1,6240
4,0,0,1,1,6241
4,0,0,0,1,6242
4,1,1,1,1,6243
4,1,0,0,1,6244
2,1,0,0,0,6245
4,0,1,1,1,6246
1,1,0,1,1,6247
1,1,0,0,0,6248
4,1,0,0,1,6249
4,0,0,0,1,6250
4,0,1,1,1,6251
4,0,1,1,1,6252
4,1,0,0,1,6253
3,0,0,0,1,6254
3,0,0,0,1,6255
4,0,0,0,1,6256
4,0,0,1,1,6257
4,1,0,0,1,6258
2,1,0,0,0,6259
4,0,0,0,1,6260
1,1,0,0,0,6261
4,1,0,0,1,6262
3,1,0,0,1,6263
4,0,0,0,1,6264
4,0,0,0,1,6265
4,0,0,0,1,6266
4,0,1,1,1,6267
4,0,0,0,1,6268
3,0,1,2,0,6269
4,0,0,0,1,6270
4,1,0,1,1,6271
2,1,0,0,1,6272
4,1,0,0,1,6273
4,1,1,1,1,6274
3,1,0,0,1,6275
4,1,0,0,1,6276
3,0,0,0,1,6277
2,1,0,0,1,6278
3,1,0,0,1,6279
4,0,0,0,1,6280
4,0,0,1,1,6281
4,1,0,0,1,6282
4,0,1,1,1,6283
4,0,1,1,1,6284
4,0,0,0,1,6285
3,1,1,2,1,6286
4,1,0,0,1,6287
1,1,0,0,0,6288
3,1,1,1,1,6289
4,1,0,0,1,6290
4,0,2,2,1,6291
4,1,0,1,1,6292
4,0,0,0,1,6293
4,1,0,1,1,6294
4,0,0,0,1,6295
4,1,0,0,1,6296
4,1,0,0,1,6297
3,1,0,0,1,6298
4,0,0,2,1,6299
4,0,0,0,1,6300
2,1,1,1,1,6301
4,0,0,0,1,6302
4,0,0,0,1,6303
4,0,0,0,1,6304
4,0,2,0,1,6305
4,0,0,0,1,6306
4,1,0,0,1,6307
3,1,0,0,1,6308
4,1,0,1,1,6309
4,1,0,0,1,6310
3,1,0,1,1,6311
4,1,0,0,1,6312
4,1,0,0,1,6313
4,1,0,0,1,6314
4,1,0,1,1,6315
2,1,0,1,1,6316
3,1,1,1,1,6317
3,1,1,1,1,6318
2,1,0,2,1,6319
4,1,0,0,1,6320
4,1,0,0,1,6321
3,1,0,0,1,6322
3,1,0,0,1,6323
2,1,0,0,0,6324
2,1,0,0,0,6325
4,0,0,0,1,6326
3,1,1,1,0,6327
4,0,2,2,1,6328
4,0,0,0,1,6329
3,0,2,2,0,6330
1,0,2,1,0,6331
3,0,1,2,0,6332
4,0,0,1,1,6333
3,1,0,0,1,6334
4,0,0,0,1,6335
4,0,0,1,1,6336
4,1,0,1,1,6337
3,1,0,0,1,6338
2,1,0,0,1,6339
4,1,0,0,1,6340
4,0,0,2,1,6341
4,0,0,1,1,6342
4,0,0,1,1,6343
1,0,0,0,0,6344
4,0,0,0,1,6345
4,1,0,1,1,6346
4,0,0,0,1,6347
4,1,0,1,1,6348
3,1,0,0,1,6349
3,1,0,0,1,6350
4,0,0,1,1,6351
2,1,0,1,1,6352
3,1,0,1,1,6353
3,1,0,1,1,6354
4,1,0,0,1,6355
2,0,0,0,1,6356
4,0,0,0,1,6357
4,0,0,0,1,6358
4,0,0,0,1,6359
4,0,0,0,1,6360
4,1,0,0,1,6361
4,0,0,0,1,6362
4,0,0,0,1,6363
4,0,0,1,1,6364
4,0,0,2,1,6365
4,0,0,0,1,6366
4,0,0,0,1,6367
3,1,0,1,1,6368
1,0,1,1,0,6369
4,0,0,0,1,6370
3,1,0,0,1,6371
3,0,0,0,1,6372
4,1,0,1,1,6373
3,1,0,0,1,6374
4,0,0,1,1,6375
4,0,0,0,1,6376
4,0,0,0,1,6377
4,0,0,1,1,6378
4,1,0,0,1,6379
3,1,0,1,1,6380
3,1,0,0,1,6381
3,1,0,0,1,6382
3,1,0,0,0,6383
4,1,0,0,1,6384
4,1,0,0,1,6385
3,1,0,0,1,6386
4,1,0,0,1,6387
3,1,0,0,0,6388
4,0,0,0,1,6389
4,0,0,2,1,6390
3,1,0,0,1,6391
4,1,1,1,1,6392
4,0,0,0,1,6393
3,1,0,0,1,6394
4,0,0,0,1,6395
4,0,0,0,1,6396
4,0,0,0,1,6397
4,0,0,0,1,6398
3,1,0,0,1,6399
4,1,0,1,1,6400
4,1,0,0,1,6401
3,1,0,1,1,6402
2,0,0,0,0,6403
4,0,0,0,1,6404
3,1,0,0,1,6405
4,1,0,0,1,6406
4,1,1,1,1,6407
4,1,0,0,1,6408
4,0,0,0,1,6409
4,0,0,0,1,6410
4,0,0,0,1,6411
3,1,0,0,1,6412
4,0,0,0,1,6413
1,1,0,0,1,6414
4,0,0,0,1,6415
4,0,0,0,1,6416
3,1,0,0,1,6417
3,1,0,0,1,6418
4,0,0,0,1,6419
4,1,1,1,1,6420
3,1,0,0,1,6421
3,1,0,0,1,6422
4,0,0,0,1,6423
3,1,0,1,1,6424
4,1,1,1,1,6425
3,1,0,0,1,6426
2,0,0,2,0,6427
4,0,0,0,1,6428
4,0,0,0,1,6429
3,1,0,0,1,6430
4,0,0,1,1,6431
4,0,0,2,1,6432
4,0,0,0,1,6433
3,1,0,1,1,6434
4,0,0,0,1,6435
4,1,0,0,1,6436
4,1,0,1,1,6437
4,0,0,0,1,6438
4,0,1,1,1,6439
4,1,0,0,1,6440
3,1,0,1,1,6441
4,0,0,0,1,6442
4,0,0,0,1,6443
4,1,1,2,1,6444
4,1,0,0,1,6445
3,1,0,0,1,6446
4,1,0,0,1,6447
4,1,0,0,1,6448
4,1,0,1,1,6449
3,1,0,0,1,6450
3,0,0,0,0,6451
4,0,0,0,1,6452
4,1,0,0,1,6453
4,1,0,0,1,6454
4,1,0,0,1,6455
2,1,0,0,1,6456
3,1,0,0,1,6457
4,1,0,0,1,6458
4,0,0,0,1,6459
4,1,0,0,1,6460
4,1,0,0,1,6461
4,0,0,0,1,6462
4,0,0,0,1,6463
3,0,0,2,1,6464
4,0,0,0,1,6465
4,1,0,0,1,6466
4,0,0,0,1,6467
4,1,0,0,1,6468
3,0,1,1,0,6469
4,1,0,0,1,6470
4,1,0,1,1,6471
4,1,0,0,1,6472
4,1,0,0,1,6473
4,1,0,0,1,6474
4,1,0,0,1,6475
4,1,0,1,1,6476
3,1,0,0,1,6477
2,1,0,0,0,6478
3,1,0,0,1,6479
3,1,1,1,1,6480
4,1,0,0,1,6481
3,1,0,0,1,6482
4,1,0,0,1,6483
3,0,0,0,0,6484
4,0,1,1,1,6485
4,0,1,1,1,6486
3,0,0,0,1,6487
4,0,0,0,1,6488
2,1,1,1,1,6489
2,1,0,1,0,6490
4,1,0,0,1,6491
4,1,0,0,1,6492
4,1,0,1,1,6493
4,1,1,1,1,6494
2,1,1,1,1,6495
4,1,0,0,1,6496
4,0,0,0,1,6497
4,0,0,0,1,6498
4,0,0,0,1,6499
3,0,0,0,1,6500
4,1,0,0,1,6501
4,0,0,2,1,6502
4,0,0,2,1,6503
4,0,1,1,1,6504
3,0,0,1,1,6505
2,0,0,0,1,6506
2,1,0,0,1,6507
4,0,0,0,1,6508
4,0,0,0,1,6509
3,0,0,0,1,6510
4,1,0,1,1,6511
4,1,0,0,1,6512
4,1,0,0,1,6513
4,1,0,0,1,6514
3,1,0,1,1,6515
3,1,0,0,1,6516
4,0,0,0,1,6517
4,0,1,1,1,6518
4,1,2,2,1,6519
2,1,0,0,1,6520
4,1,0,0,1,6521
4,1,0,0,1,6522
4,1,0,0,1,6523
4,1,0,0,1,6524
4,1,0,1,1,6525
4,0,0,1,1,6526
2,1,0,0,1,6527
4,0,0,0,1,6528
4,0,2,2,1,6529
4,0,0,0,1,6530
0,1,1,1,0,6531
3,0,0,1,1,6532
1,0,0,0,0,6533
1,1,0,0,0,6534
0,1,0,0,0,6535
4,1,0,0,1,6536
2,1,0,0,0,6537
2,1,0,0,0,6538
1,1,0,0,0,6539
1,1,0,0,0,6540
3,1,0,0,1,6541
4,0,0,0,1,6542
4,0,1,1,1,6543
4,0,1,1,1,6544
4,1,1,0,1,6545
2,1,2,2,0,6546
4,0,0,0,1,6547
4,0,0,0,1,6548
0,1,0,0,0,6549
3,1,0,0,1,6550
4,1,0,0,1,6551
3,1,0,0,1,6552
1,1,0,0,0,6553
1,1,0,0,0,6554
1,1,0,0,0,6555
4,1,0,0,0,6556
2,1,0,0,0,6557
4,0,2,2,1,6558
3,0,0,0,0,6559
4,0,0,0,1,6560
4,0,0,0,1,6561
3,1,0,0,1,6562
4,0,0,0,1,6563
2,1,0,0,0,6564
4,1,0,0,0,6565
4,0,0,0,1,6566
3,0,2,2,1,6567
4,0,2,2,1,6568
4,0,1,2,1,6569
3,0,1,2,0,6570
2,0,0,0,0,6571
3,0,2,2,1,6572
1,1,0,0,0,6573
4,0,0,0,1,6574
3,0,1,1,1,6575
4,0,0,0,1,6576
4,0,0,0,1,6577
4,1,0,0,1,6578
1,1,0,0,0,6579
4,0,0,0,1,6580
1,1,0,0,0,6581
3,0,0,0,0,6582
4,1,0,0,1,6583
1,1,0,0,0,6584
2,1,0,1,0,6585
3,0,0,2,0,6586
3,0,0,0,0,6587
4,0,0,0,1,6588
3,0,0,0,0,6589
4,0,0,0,1,6590
2,1,1,1,0,6591
2,0,1,1,0,6592
3,1,0,0,0,6593
1,1,0,0,0,6594
1,1,0,0,0,6595
4,0,0,0,1,6596
4,1,0,0,1,6597
2,1,1,1,0,6598
2,1,0,0,1,6599
4,0,1,1,1,6600
4,0,1,1,1,6601
4,1,0,0,1,6602
2,0,0,0,0,6603
0,1,0,0,0,6604
4,0,0,0,1,6605
4,0,0,0,1,6606
4,0,1,1,1,6607
4,1,0,0,1,6608
4,1,0,0,1,6609
4,0,1,1,1,6610
3,0,1,2,0,6611
1,1,0,0,0,6612
3,1,0,0,1,6613
3,0,0,0,0,6614
0,1,0,2,0,6615
4,0,0,0,1,6616
2,1,0,0,0,6617
2,0,0,0,0,6618
3,0,1,1,0,6619
4,0,0,0,1,6620
3,1,0,0,1,6621
3,0,0,0,1,6622
4,1,2,2,1,6623
3,1,0,1,1,6624
4,0,0,0,1,6625
1,1,0,0,0,6626
3,0,1,0,0,6627
1,0,0,0,0,6628
1,1,0,1,0,6629
1,1,0,0,0,6630
1,1,0,0,0,6631
3,0,0,0,1,6632
3,1,0,0,1,6633
3,1,0,0,1,6634
4,1,2,2,1,6635
2,1,0,0,0,6636
2,1,0,0,0,6637
2,1,1,1,0,6638
2,1,0,0,0,6639
4,0,0,0,1,6640
4,0,1,2,1,6641
3,1,0,1,1,6642
4,1,0,0,1,6643
4,0,0,0,1,6644
1,0,0,2,0,6645
4,0,0,0,1,6646
4,0,0,0,1,6647
1,1,0,0,0,6648
1,1,0,0,0,6649
4,0,0,0,1,6650
4,0,2,2,1,6651
4,1,0,0,1,6652
1,1,0,0,0,6653
4,1,0,0,1,6654
3,0,0,0,1,6655
4,1,0,2,1,6656
0,1,1,1,0,6657
4,0,1,1,1,6658
4,0,1,1,1,6659
4,0,0,0,1,6660
2,1,0,0,0,6661
4,0,0,0,1,6662
4,0,0,0,1,6663
4,0,0,0,1,6664
3,0,0,0,0,6665
4,0,2,2,1,6666
1,0,1,1,0,6667
1,1,0,0,0,6668
4,1,0,0,1,6669
4,1,0,0,1,6670
4,0,0,0,1,6671
2,0,0,1,1,6672
4,0,0,0,1,6673
4,0,1,2,1,6674
1,1,0,1,0,6675
3,1,1,1,0,6676
3,1,0,0,0,6677
2,1,0,0,1,6678
3,0,0,0,1,6679
2,1,0,0,0,6680
3,0,0,0,1,6681
4,0,0,0,1,6682
4,0,0,0,1,6683
4,0,0,0,1,6684
4,0,0,0,1,6685
4,0,0,0,1,6686
4,0,0,0,1,6687
3,0,1,1,1,6688
3,0,2,2,1,6689
1,1,0,0,0,6690
3,1,2,2,1,6691
4,1,0,0,1,6692
3,1,1,1,1,6693
4,1,1,1,1,6694
3,0,0,0,1,6695
3,1,0,1,1,6696
4,1,0,0,1,6697
3,0,1,1,0,6698
3,0,0,0,1,6699
4,0,0,0,1,6700
2,1,0,0,0,6701
4,0,0,0,1,6702
4,0,0,0,1,6703
3,0,0,0,1,6704
3,0,0,0,0,6705
4,0,0,0,1,6706
4,0,0,0,1,6707
4,0,0,0,1,6708
1,1,0,0,0,6709
4,1,0,0,1,6710
1,1,0,0,0,6711
2,1,0,2,0,6712
2,1,0,0,0,6713
3,1,0,0,1,6714
2,1,0,0,0,6715
0,1,0,0,0,6716
3,1,0,2,1,6717
1,1,0,0,0,6718
3,0,1,1,1,6719
3,1,0,0,1,6720
1,1,0,0,0,6721
3,1,0,0,1,6722
3,1,0,0,1,6723
2,1,0,0,0,6724
3,1,1,1,1,6725
3,0,1,1,1,6726
2,1,0,0,0,6727
2,1,2,2,0,6728
4,1,0,1,1,6729
4,0,0,1,1,6730
3,0,0,0,1,6731
4,0,1,0,1,6732
4,0,0,0,1,6733
4,0,0,0,1,6734
4,0,0,0,1,6735
4,0,0,0,1,6736
2,1,0,0,1,6737
3,1,0,0,0,6738
4,0,0,0,1,6739
4,0,0,0,1,6740
4,0,0,0,1,6741
3,1,0,0,0,6742
4,0,0,0,1,6743
2,1,0,0,0,6744
0,1,1,1,0,6745
0,1,0,0,0,6746
4,0,0,0,1,6747
3,1,0,0,1,6748
2,1,1,1,1,6749
4,1,0,0,1,6750
1,1,0,0,0,6751
3,1,0,0,0,6752
1,1,0,0,0,6753
4,1,0,0,1,6754
4,0,0,0,1,6755
4,1,0,1,1,6756
4,1,1,1,1,6757
4,0,0,0,1,6758
4,0,1,1,1,6759
0,1,0,0,0,6760
1,1,1,1,0,6761
4,0,2,2,1,6762
3,0,1,0,1,6763
0,1,0,0,0,6764
2,1,0,0,0,6765
4,0,0,0,1,6766
2,1,0,0,0,6767
4,0,0,0,1,6768
4,0,0,0,1,6769
4,0,1,1,1,6770
2,0,0,0,0,6771
1,1,1,1,0,6772
2,1,0,0,1,6773
0,1,0,0,0,6774
4,0,0,0,1,6775
2,0,0,0,0,6776
1,0,0,0,0,6777
0,1,1,1,0,6778
0,1,2,1,0,6779
4,1,0,1,1,6780
2,1,1,2,1,6781
2,1,1,1,1,6782
2,1,2,2,1,6783
4,1,0,0,1,6784
0,1,0,0,0,6785
1,1,1,0,0,6786
4,0,0,0,1,6787
4,0,0,0,1,6788
4,0,0,0,1,6789
1,0,0,2,0,6790
4,0,0,0,1,6791
4,0,0,0,1,6792
2,0,2,2,0,6793
3,1,1,1,0,6794
3,0,0,1,0,6795
3,1,0,0,0,6796
4,0,0,0,1,6797
4,0,0,0,1,6798
4,0,2,2,1,6799
4,1,0,0,1,6800
4,0,1,1,1,6801
3,1,0,0,0,6802
4,1,0,0,0,6803
0,1,0,0,0,6804
0,1,0,0,0,6805
4,0,0,0,1,6806
4,0,0,0,1,6807
1,1,0,0,0,6808
4,1,1,1,1,6809
2,1,1,1,0,6810
4,0,0,0,1,6811
2,0,1,1,0,6812
4,0,0,0,1,6813
3,1,0,0,1,6814
4,1,0,0,1,6815
0,1,0,0,0,6816
4,0,0,0,1,6817
2,0,0,0,1,6818
0,1,0,0,0,6819
3,0,2,2,1,6820
4,0,0,2,1,6821
1,1,0,0,0,6822
0,1,2,2,0,6823
4,0,1,1,1,6824
0,1,0,0,0,6825
0,1,1,1,0,6826
1,1,0,0,0,6827
4,0,0,0,1,6828
1,0,0,1,0,6829
1,1,0,1,0,6830
1,1,0,1,0,6831
3,1,0,0,0,6832
1,1,0,0,0,6833
4,0,0,0,1,6834
1,1,0,0,0,6835
4,1,0,0,1,6836
4,0,0,0,1,6837
1,0,1,1,0,6838
2,1,1,1,0,6839
4,0,1,1,1,6840
1,1,0,0,0,6841
1,0,0,1,0,6842
4,0,0,0,1,6843
4,0,0,0,1,6844
4,0,0,0,1,6845
1,1,1,2,1,6846
3,1,1,0,1,6847
4,1,0,0,1,6848
1,1,0,0,0,6849
4,0,2,2,1,6850
4,0,2,2,1,6851
4,0,0,0,1,6852
4,1,0,0,1,6853
3,0,0,0,0,6854
4,1,0,0,1,6855
3,1,0,2,1,6856
3,1,0,2,1,6857
2,1,0,0,0,6858
4,1,0,0,1,6859
4,1,0,0,1,6860
1,1,0,0,0,6861
4,0,0,0,1,6862
2,0,0,0,0,6863
1,1,0,0,0,6864
3,1,0,0,0,6865
3,1,1,1,1,6866
4,0,0,0,1,6867
4,0,0,0,1,6868
4,0,0,0,1,6869
1,1,1,1,0,6870
3,0,1,1,1,6871
2,1,0,0,0,6872
0,1,1,1,0,6873
2,0,0,2,0,6874
3,1,1,1,1,6875
3,1,0,0,1,6876
4,0,0,0,1,6877
4,0,0,0,1,6878
4,0,0,0,1,6879
2,1,0,0,0,6880
1,1,0,0,0,6881
4,1,0,0,1,6882
4,1,0,0,1,6883
2,1,0,0,0,6884
3,1,1,1,1,6885
1,0,1,1,0,6886
4,0,1,1,1,6887
2,1,1,1,0,6888
4,1,0,0,1,6889
3,1,0,0,1,6890
1,1,0,0,0,6891
2,1,1,1,0,6892
4,0,1,0,1,6893
3,1,1,1,1,6894
4,1,0,0,1,6895
2,1,1,1,1,6896
4,1,1,1,1,6897
4,1,0,0,1,6898
3,1,0,0,1,6899
4,0,0,0,1,6900
3,0,0,0,1,6901
3,0,1,1,1,6902
4,0,1,1,1,6903
4,1,1,1,1,6904
4,0,0,0,1,6905
3,1,1,1,0,6906
3,1,1,1,0,6907
3,1,1,1,0,6908
4,1,0,0,1,6909
3,1,1,1,1,6910
3,1,2,2,0,6911
2,1,2,2,0,6912
3,1,1,1,1,6913
3,1,1,1,1,6914
2,1,2,2,0,6915
3,1,1,1,0,6916
2,0,2,2,0,6917
3,1,1,2,1,6918
3,1,2,2,0,6919
3,1,2,2,0,6920
3,0,1,2,0,6921
4,1,1,2,1,6922
2,1,3,3,0,6923
1,1,0,0,0,6924
4,1,0,0,0,6925
4,1,1,2,1,6926
2,1,2,2,0,6927
1,1,2,2,0,6928
3,1,1,2,0,6929
3,1,1,1,0,6930
1,1,2,2,0,6931
2,1,0,0,0,6932
3,1,2,1,0,6933
3,1,2,2,0,6934
3,0,1,2,0,6935
4,0,2,2,1,6936
1,0,1,1,0,6937
4,0,2,0,1,6938
2,1,1,2,0,6939
3,0,1,2,0,6940
3,1,1,2,1,6941
2,0,2,2,0,6942
3,1,2,2,0,6943
1,1,1,1,0,6944
3,1,2,2,1,6945
3,1,2,2,0,6946
0,0,2,2,0,6947
3,1,2,2,1,6948
2,1,1,1,0,6949
3,0,1,1,1,6950
3,0,0,0,1,6951
3,0,2,2,0,6952
3,1,2,1,0,6953
3,0,2,2,0,6954
3,0,2,2,1,6955
1,1,2,1,0,6956
4,1,2,2,0,6957
3,1,1,2,0,6958
2,0,2,2,0,6959
2,1,1,1,0,6960
3,1,2,2,0,6961
3,1,0,0,1,6962
3,1,1,1,1,6963
4,1,1,1,1,6964
4,0,2,2,1,6965
3,0,0,0,0,6966
3,0,0,0,0,6967
2,1,1,1,0,6968
2,1,2,2,0,6969
3,0,2,2,0,6970
3,0,2,2,1,6971
3,0,2,2,0,6972
4,0,1,1,1,6973
3,1,2,2,0,6974
3,1,0,0,0,6975
3,1,2,2,0,6976
3,1,1,1,0,6977
2,1,1,2,0,6978
3,0,1,1,1,6979
4,0,0,1,1,6980
4,0,2,2,1,6981
2,0,2,2,0,6982
3,1,2,2,0,6983
3,1,2,2,0,6984
1,1,2,2,0,6985
2,1,2,2,0,6986
3,1,2,2,0,6987
2,1,1,1,0,6988
3,1,1,1,0,6989
4,0,1,1,1,6990
3,0,3,3,1,6991
4,0,2,1,1,6992
2,1,2,2,0,6993
4,0,2,1,1,6994
4,1,2,2,1,6995
1,1,2,2,0,6996
1,1,2,2,0,6997
2,1,2,2,0,6998
2,1,2,2,0,6999
2,1,1,2,1,7000
2,1,2,2,0,7001
3,0,2,2,0,7002
3,0,1,1,0,7003
4,0,2,2,1,7004
3,0,2,1,1,7005
2,1,2,2,0,7006
1,1,2,2,0,7007
4,0,2,2,1,7008
3,1,3,3,1,7009
2,0,2,2,0,7010
0,1,2,2,0,7011
1,1,2,2,0,7012
3,0,2,2,0,7013
2,0,1,2,0,7014
3,0,1,2,0,7015
3,0,2,2,1,7016
2,0,0,0,0,7017
3,0,1,2,0,7018
2,1,1,2,1,7019
3,1,1,1,0,7020
3,1,2,2,0,7021
2,1,2,2,0,7022
0,1,1,1,0,7023
1,1,2,1,0,7024
4,1,1,1,1,7025
3,0,1,1,0,7026
3,1,2,2,1,7027
0,1,2,2,0,7028
2,1,3,2,0,7029
0,1,3,1,0,7030
2,1,2,2,0,7031
3,1,2,2,0,7032
2,1,2,2,0,7033
3,1,2,1,1,7034
1,1,1,1,0,7035
2,1,1,2,0,7036
4,1,1,1,0,7037
2,1,2,2,0,7038
3,1,2,1,1,7039
0,1,2,2,0,7040
2,1,1,1,0,7041
3,1,2,2,0,7042
3,1,2,2,1,7043
3,1,2,2,0,7044
2,0,1,2,0,7045
2,0,1,2,0,7046
2,0,1,2,0,7047
2,1,1,1,0,7048
2,1,2,2,0,7049
2,1,1,2,0,7050
2,1,1,2,0,7051
3,1,1,1,0,7052
3,1,1,1,1,7053
4,1,1,1,1,7054
4,1,1,1,1,7055
3,1,2,2,1,7056
2,1,2,1,0,7057
2,1,1,1,0,7058
3,0,2,2,0,7059
3,0,2,2,1,7060
3,0,1,1,1,7061
1,1,2,2,0,7062
1,1,1,2,0,7063
1,1,1,2,0,7064
4,1,2,2,1,7065
2,1,1,1,0,7066
1,1,2,2,0,7067
2,1,2,2,0,7068
2,1,1,2,1,7069
0,1,0,1,0,7070
3,0,2,2,0,7071
2,1,2,2,0,7072
1,1,2,2,0,7073
4,1,2,0,1,7074
1,1,1,1,0,7075
2,1,1,1,0,7076
1,1,1,1,0,7077
1,1,1,1,0,7078
3,1,2,2,0,7079
1,1,1,2,0,7080
0,1,2,2,0,7081
3,0,2,2,0,7082
2,0,2,2,0,7083
1,1,1,1,0,7084
3,1,2,2,1,7085
4,1,3,3,1,7086
3,1,1,1,1,7087
2,1,2,2,0,7088
3,0,2,2,0,7089
0,1,1,1,0,7090
1,1,1,1,0,7091
3,0,2,2,0,7092
2,1,2,2,1,7093
1,1,1,2,0,7094
1,1,2,1,0,7095
1,1,2,2,0,7096
2,1,2,2,0,7097
3,1,0,0,0,7098
2,1,3,1,0,7099
4,0,2,2,1,7100
3,1,2,2,0,7101
2,0,1,2,0,7102
4,1,2,2,1,7103
0,1,1,1,0,7104
0,1,2,2,0,7105
0,1,2,2,0,7106
1,1,2,1,0,7107
3,1,2,2,0,7108
3,0,2,1,0,7109
2,0,0,2,0,7110
2,1,1,1,0,7111
3,0,2,2,1,7112
3,0,2,3,1,7113
2,1,2,2,0,7114
1,1,2,2,0,7115
2,0,2,1,0,7116
1,0,1,1,0,7117
2,0,2,2,0,7118
4,1,1,1,1,7119
2,0,2,2,0,7120
2,1,1,2,0,7121
3,1,2,2,0,7122
3,1,1,1,1,7123
2,0,1,2,1,7124
3,0,1,1,1,7125
3,1,1,1,0,7126
3,1,2,2,0,7127
3,0,2,2,1,7128
2,1,2,2,0,7129
3,1,2,2,1,7130
2,1,2,2,1,7131
3,0,2,1,1,7132
2,0,1,1,0,7133
3,0,1,1,1,7134
4,1,2,2,1,7135
0,1,2,2,0,7136
0,1,2,2,0,7137
3,1,2,2,0,7138
4,1,2,2,0,7139
4,0,1,1,1,7140
4,0,1,1,1,7141
4,0,1,1,1,7142
4,0,1,1,1,7143
2,1,1,1,0,7144
4,1,1,1,1,7145
2,0,0,1,0,7146
4,0,2,2,1,7147
4,0,3,3,1,7148
4,0,1,1,1,7149
4,0,1,2,1,7150
3,1,2,2,1,7151
2,1,2,2,0,7152
3,0,1,0,1,7153
3,0,0,2,1,7154
0,0,2,1,0,7155
2,0,1,1,0,7156
4,0,0,0,1,7157
4,0,0,0,1,7158
2,0,3,1,1,7159
3,0,1,1,1,7160
3,0,2,2,1,7161
3,0,1,1,0,7162
4,0,2,2,1,7163
4,0,2,2,1,7164
3,0,2,2,1,7165
4,0,1,1,1,7166
2,1,2,2,0,7167
3,0,0,2,1,7168
2,0,2,2,0,7169
2,0,2,1,0,7170
1,1,0,2,0,7171
2,1,2,2,0,7172
1,1,2,2,0,7173
4,1,2,2,1,7174
4,0,2,2,1,7175
3,0,2,2,1,7176
2,0,0,2,0,7177
3,0,2,2,1,7178
3,0,2,1,0,7179
4,0,1,1,1,7180
1,1,2,2,0,7181
3,1,2,2,1,7182
2,1,2,2,0,7183
2,0,1,1,0,7184
