Wealth.index,Type.of.place.of.residence,Frequency.eats.fish,Frequency.eats.chicken.or.meat,Has.refrigerator,id
3,0,2,2,0,7185
3,0,2,1,1,7186
3,1,1,2,1,7187
1,1,0,0,0,7188
1,1,2,1,0,7189
4,1,2,2,1,7190
4,0,2,2,1,7191
2,0,1,1,0,7192
4,0,2,2,1,7193
4,0,2,1,1,7194
3,0,2,2,0,7195
1,0,2,2,0,7196
3,1,2,2,1,7197
4,0,3,2,1,7198
3,1,3,2,0,7199
0,1,0,0,0,7200
0,1,2,1,0,7201
1,0,0,2,0,7202
1,0,1,2,0,7203
3,1,2,1,1,7204
3,1,1,2,1,7205
4,0,2,2,1,7206
3,1,2,2,1,7207
3,1,2,2,1,7208
3,1,2,2,1,7209
1,1,1,2,0,7210
2,1,1,1,0,7211
4,0,2,1,1,7212
3,0,2,2,0,7213
3,0,1,1,0,7214
3,0,2,3,1,7215
2,0,2,2,0,7216
2,1,0,0,0,7217
2,1,2,2,0,7218
3,1,2,2,1,7219
2,1,1,1,0,7220
2,1,1,1,0,7221
2,1,1,1,0,7222
1,1,1,1,0,7223
2,1,1,1,0,7224
2,1,1,1,0,7225
1,1,1,1,0,7226
2,1,1,1,1,7227
2,1,1,2,1,7228
2,1,1,1,0,7229
2,1,2,2,0,7230
3,0,1,1,0,7231
4,0,2,2,1,7232
3,0,2,2,0,7233
2,0,1,2,0,7234
3,0,2,2,0,7235
0,1,1,2,0,7236
3,0,1,2,0,7237
2,0,1,2,0,7238
2,0,1,2,0,7239
2,1,2,2,0,7240
1,0,1,1,0,7241
1,0,2,2,0,7242
0,0,1,1,0,7243
0,0,1,1,0,7244
0,0,1,1,0,7245
1,0,1,2,0,7246
1,0,1,1,0,7247
1,0,1,1,0,7248
2,0,1,1,0,7249
0,0,1,1,0,7250
3,0,2,2,1,7251
4,0,2,2,1,7252
3,0,2,2,1,7253
1,1,2,2,1,7254
2,1,2,2,0,7255
4,0,2,2,1,7256
3,0,1,2,0,7257
0,1,1,1,0,7258
3,0,2,2,0,7259
4,0,2,2,1,7260
3,0,2,2,0,7261
1,1,1,1,0,7262
3,0,2,1,1,7263
3,0,2,2,1,7264
3,0,2,3,1,7265
3,0,0,0,1,7266
3,0,2,2,1,7267
3,0,2,2,0,7268
3,0,2,2,1,7269
3,0,2,2,1,7270
4,0,2,2,1,7271
4,0,2,2,1,7272
4,0,2,2,1,7273
4,0,0,0,1,7274
4,0,2,2,1,7275
3,0,0,0,0,7276
3,0,2,3,1,7277
3,0,2,2,1,7278
3,0,2,2,1,7279
3,0,2,2,1,7280
0,1,1,1,0,7281
3,1,0,0,1,7282
3,0,1,1,1,7283
2,0,2,2,1,7284
2,1,1,1,0,7285
3,1,2,2,1,7286
0,1,2,1,0,7287
2,0,1,1,0,7288
2,1,2,2,0,7289
3,1,2,1,1,7290
3,1,1,1,1,7291
3,1,1,1,1,7292
3,1,2,0,1,7293
4,1,2,2,1,7294
3,1,1,1,1,7295
3,1,0,2,0,7296
3,1,2,2,0,7297
4,0,1,2,1,7298
2,0,2,2,0,7299
3,0,2,2,0,7300
2,0,2,2,0,7301
3,0,2,2,0,7302
4,1,2,2,1,7303
4,1,2,1,1,7304
4,1,2,2,1,7305
2,0,1,0,0,7306
4,0,2,2,1,7307
3,1,2,2,1,7308
3,1,2,2,1,7309
4,1,2,2,1,7310
2,1,1,1,0,7311
4,0,1,2,1,7312
4,0,0,0,0,7313
2,1,1,1,0,7314
2,1,1,1,0,7315
3,1,2,2,1,7316
1,1,2,2,0,7317
2,1,2,2,0,7318
4,0,2,2,1,7319
2,0,2,2,0,7320
3,0,1,1,0,7321
3,1,2,1,1,7322
3,1,2,2,1,7323
2,0,2,1,0,7324
3,0,0,0,0,7325
2,1,2,1,0,7326
4,0,2,2,1,7327
4,0,2,1,1,7328
3,0,2,2,1,7329
3,0,2,2,0,7330
3,0,2,2,0,7331
3,0,1,2,0,7332
3,0,2,1,0,7333
3,0,1,1,1,7334
2,0,2,2,0,7335
3,0,1,1,0,7336
3,1,1,1,1,7337
1,1,2,1,0,7338
2,1,1,2,0,7339
3,1,2,2,0,7340
2,1,0,1,0,7341
4,1,0,2,1,7342
4,1,2,1,1,7343
2,0,1,1,0,7344
3,0,2,2,1,7345
3,0,2,1,1,7346
4,0,1,2,1,7347
3,0,2,2,1,7348
4,0,1,2,1,7349
2,0,2,2,0,7350
2,0,3,2,1,7351
3,0,2,0,1,7352
4,0,1,2,1,7353
4,0,2,2,1,7354
2,0,2,2,0,7355
3,0,1,1,1,7356
3,0,3,2,0,7357
1,1,2,1,0,7358
2,1,2,2,0,7359
1,1,2,2,0,7360
2,1,2,2,0,7361
2,1,2,2,0,7362
0,1,2,1,0,7363
2,1,2,2,0,7364
1,1,1,1,0,7365
2,0,0,1,0,7366
1,1,1,1,0,7367
4,0,0,0,1,7368
3,0,0,0,1,7369
3,0,0,1,1,7370
3,0,1,1,1,7371
4,0,2,2,1,7372
3,0,0,0,1,7373
2,0,2,2,0,7374
2,0,2,2,0,7375
2,0,2,2,0,7376
1,0,1,1,0,7377
2,0,2,2,0,7378
2,0,2,2,0,7379
2,0,2,2,0,7380
2,0,1,2,0,7381
2,1,1,1,1,7382
1,1,1,2,0,7383
3,0,2,2,0,7384
3,0,2,2,1,7385
0,1,1,2,0,7386
4,1,2,2,1,7387
2,1,1,1,0,7388
2,1,2,1,0,7389
4,0,3,3,1,7390
3,1,1,1,1,7391
2,1,0,0,0,7392
3,1,0,0,0,7393
4,1,2,2,1,7394
2,1,2,2,0,7395
2,1,3,2,0,7396
1,1,2,2,0,7397
2,1,2,3,0,7398
2,1,2,1,0,7399
4,0,1,2,1,7400
2,0,0,0,0,7401
2,0,1,1,0,7402
3,1,2,2,0,7403
3,1,2,1,1,7404
0,0,1,0,0,7405
2,0,2,2,0,7406
0,0,0,0,0,7407
1,0,1,1,0,7408
2,1,2,0,0,7409
1,0,2,2,0,7410
3,0,2,2,0,7411
4,0,2,2,1,7412
0,1,2,2,0,7413
1,1,2,1,0,7414
2,1,0,0,1,7415
3,0,1,1,0,7416
4,0,1,2,1,7417
4,0,2,2,1,7418
2,1,1,1,0,7419
3,1,1,2,0,7420
2,0,3,2,1,7421
2,0,3,2,1,7422
2,0,2,1,0,7423
2,1,1,1,0,7424
3,1,2,2,1,7425
4,0,0,0,1,7426
2,0,2,2,0,7427
1,1,1,1,0,7428
1,1,2,2,0,7429
4,0,2,2,1,7430
2,1,1,2,1,7431
4,1,0,0,1,7432
4,0,2,2,1,7433
1,1,1,2,0,7434
2,1,3,1,0,7435
1,1,3,2,0,7436
2,1,1,1,0,7437
2,1,2,1,0,7438
4,0,2,1,0,7439
3,1,2,0,1,7440
2,1,2,2,0,7441
4,0,2,1,1,7442
3,0,0,0,0,7443
4,0,2,2,1,7444
3,0,2,1,0,7445
2,1,1,2,0,7446
3,1,2,2,1,7447
2,1,1,1,0,7448
2,1,1,1,0,7449
1,1,1,1,0,7450
2,1,2,2,0,7451
3,1,2,2,0,7452
1,1,0,2,0,7453
3,0,1,1,0,7454
3,0,2,2,0,7455
4,0,2,2,1,7456
2,0,2,2,1,7457
3,0,2,2,0,7458
2,0,2,2,0,7459
3,0,2,2,0,7460
2,0,2,2,0,7461
3,0,1,1,0,7462
3,0,2,2,0,7463
3,1,2,1,1,7464
4,0,2,2,1,7465
4,0,2,2,1,7466
3,0,1,1,0,7467
4,0,2,2,1,7468
2,0,2,2,0,7469
3,0,2,1,1,7470
4,0,2,0,1,7471
4,0,2,2,1,7472
1,0,1,1,0,7473
4,0,1,1,1,7474
3,0,2,2,0,7475
3,0,2,2,0,7476
3,0,2,2,0,7477
2,1,2,2,0,7478
2,1,2,2,0,7479
2,1,2,2,0,7480
2,1,2,2,0,7481
2,1,2,2,0,7482
2,1,1,1,0,7483
2,1,0,0,0,7484
2,1,2,2,0,7485
3,1,2,2,1,7486
3,1,2,2,0,7487
3,1,1,2,0,7488
3,0,2,2,1,7489
2,0,2,2,1,7490
3,0,2,1,1,7491
3,0,2,2,1,7492
2,1,2,2,0,7493
2,1,2,1,0,7494
4,0,2,2,1,7495
4,0,2,2,1,7496
3,0,2,2,0,7497
4,0,2,0,1,7498
4,0,2,1,1,7499
4,0,1,2,1,7500
4,1,2,2,1,7501
2,1,2,2,1,7502
4,1,2,2,1,7503
4,1,2,2,1,7504
2,1,1,2,0,7505
3,1,2,2,1,7506
4,0,2,2,1,7507
2,1,2,2,0,7508
4,0,2,2,1,7509
1,0,2,2,0,7510
3,1,2,1,0,7511
3,1,0,0,0,7512
3,1,2,2,1,7513
2,1,2,1,1,7514
1,0,1,1,0,7515
1,1,1,1,0,7516
2,1,2,0,0,7517
1,1,1,1,0,7518
1,1,2,2,0,7519
1,1,2,2,0,7520
2,0,2,2,1,7521
3,0,2,2,0,7522
4,0,2,2,1,7523
3,0,2,1,1,7524
3,1,2,0,0,7525
4,0,2,2,1,7526
3,0,2,1,1,7527
3,1,1,1,0,7528
2,1,2,2,0,7529
4,1,0,2,1,7530
3,1,1,2,1,7531
3,1,2,2,1,7532
3,1,2,2,1,7533
3,1,2,2,0,7534
2,0,1,1,0,7535
4,0,2,2,1,7536
3,0,1,2,1,7537
2,0,0,0,0,7538
3,0,0,2,1,7539
2,0,1,2,1,7540
4,0,2,2,1,7541
4,0,1,1,1,7542
4,0,2,2,1,7543
4,0,0,0,1,7544
3,0,2,1,0,7545
3,0,1,2,0,7546
3,0,1,0,0,7547
3,0,2,1,1,7548
3,1,2,2,0,7549
0,1,1,2,0,7550
3,0,2,1,1,7551
4,0,2,2,1,7552
3,0,2,2,0,7553
3,0,1,1,0,7554
4,0,2,2,1,7555
3,0,2,2,0,7556
4,0,2,2,1,7557
3,0,2,2,0,7558
3,0,1,2,0,7559
4,0,2,2,1,7560
4,0,2,2,1,7561
2,1,2,2,0,7562
4,0,2,2,1,7563
4,0,2,2,1,7564
3,0,2,2,0,7565
1,1,1,2,0,7566
3,0,1,1,1,7567
3,0,1,1,0,7568
4,0,2,2,1,7569
4,0,2,2,0,7570
1,1,1,1,0,7571
4,0,2,2,1,7572
2,1,1,1,1,7573
2,1,1,1,0,7574
3,0,1,1,1,7575
4,1,1,1,1,7576
4,0,2,2,1,7577
4,0,0,1,1,7578
4,0,2,2,1,7579
3,1,1,1,1,7580
4,1,2,1,1,7581
2,1,2,2,0,7582
3,1,1,2,1,7583
2,1,1,1,0,7584
2,1,1,2,1,7585
3,1,1,2,0,7586
4,1,1,1,1,7587
2,1,1,2,0,7588
3,1,0,0,1,7589
4,0,2,2,1,7590
1,1,1,1,0,7591
3,1,1,2,0,7592
3,0,3,1,1,7593
2,0,1,1,1,7594
4,0,2,2,1,7595
1,0,2,2,0,7596
1,0,1,1,0,7597
3,0,1,1,0,7598
3,0,2,2,1,7599
4,0,2,2,1,7600
3,0,1,1,1,7601
4,0,2,2,1,7602
4,0,2,2,1,7603
4,0,2,2,1,7604
1,0,1,2,0,7605
1,0,0,0,0,7606
4,0,2,2,1,7607
3,0,3,2,0,7608
4,0,2,2,1,7609
4,0,1,2,1,7610
3,0,1,1,1,7611
4,0,2,2,1,7612
3,0,2,2,1,7613
2,0,0,1,0,7614
3,0,1,1,1,7615
3,0,1,1,1,7616
4,0,3,2,1,7617
4,0,2,1,1,7618
2,0,0,1,0,7619
1,0,2,2,0,7620
3,0,2,3,1,7621
4,1,2,2,1,7622
3,1,0,2,0,7623
2,1,2,2,0,7624
2,1,3,2,0,7625
2,1,2,2,0,7626
4,1,2,2,1,7627
3,0,2,2,0,7628
3,0,1,1,1,7629
4,1,2,2,1,7630
4,0,2,2,1,7631
4,0,0,0,1,7632
4,0,0,0,1,7633
4,0,0,0,1,7634
4,0,2,2,1,7635
1,1,1,1,0,7636
3,0,0,1,0,7637
3,0,2,1,1,7638
2,0,2,1,0,7639
4,0,2,2,1,7640
4,1,2,2,1,7641
2,0,2,2,0,7642
4,0,2,2,1,7643
1,1,1,2,0,7644
1,1,1,1,0,7645
0,1,1,1,0,7646
3,1,2,1,0,7647
1,1,2,2,0,7648
3,1,2,2,1,7649
3,1,2,1,1,7650
2,1,0,1,0,7651
4,0,0,2,1,7652
4,0,0,2,1,7653
4,0,0,2,1,7654
2,1,1,1,0,7655
3,1,2,2,1,7656
3,0,2,2,1,7657
4,0,2,1,1,7658
3,0,1,2,0,7659
4,0,2,1,1,7660
3,1,2,2,1,7661
3,0,1,1,0,7662
3,0,2,1,0,7663
2,0,2,2,0,7664
3,0,2,2,1,7665
4,0,3,2,1,7666
2,0,2,2,0,7667
3,0,0,2,0,7668
3,0,2,2,0,7669
2,0,2,2,0,7670
2,0,2,2,0,7671
3,0,0,2,0,7672
3,0,1,1,0,7673
2,0,1,1,0,7674
3,0,2,2,0,7675
3,0,1,2,0,7676
3,0,1,1,0,7677
3,0,1,1,0,7678
1,0,2,2,0,7679
3,0,2,2,1,7680
2,0,1,1,0,7681
4,1,1,1,1,7682
4,1,2,2,1,7683
3,1,1,2,0,7684
2,0,2,2,0,7685
2,0,2,2,0,7686
0,0,2,2,0,7687
1,1,1,2,0,7688
3,1,0,2,1,7689
4,0,1,2,1,7690
2,1,3,2,1,7691
4,1,2,2,1,7692
3,0,2,2,1,7693
3,0,2,2,1,7694
3,1,2,1,0,7695
3,1,2,2,0,7696
2,0,1,2,0,7697
3,0,2,2,0,7698
2,1,2,2,0,7699
2,1,1,1,0,7700
2,1,2,2,0,7701
2,1,1,1,0,7702
1,1,2,2,0,7703
2,1,1,1,0,7704
4,1,2,2,1,7705
3,1,2,2,0,7706
3,1,1,1,0,7707
3,1,1,1,0,7708
3,1,1,1,0,7709
3,1,1,1,0,7710
4,1,2,2,1,7711
2,1,1,1,0,7712
3,1,0,0,1,7713
1,1,2,2,0,7714
2,1,1,1,0,7715
2,1,1,1,0,7716
2,1,2,2,0,7717
1,1,1,1,0,7718
1,1,2,1,0,7719
4,0,2,2,1,7720
4,0,1,1,1,7721
1,1,2,2,0,7722
3,1,1,2,1,7723
2,1,2,2,0,7724
2,1,1,0,0,7725
1,1,2,2,0,7726
2,1,2,0,0,7727
3,1,2,2,1,7728
2,1,0,2,1,7729
3,1,2,2,1,7730
2,0,2,2,1,7731
0,0,2,0,0,7732
3,0,1,2,0,7733
3,1,2,1,1,7734
3,1,2,2,1,7735
3,1,2,2,1,7736
3,0,2,2,1,7737
4,0,0,0,1,7738
4,0,3,1,1,7739
4,0,2,2,1,7740
4,0,2,2,1,7741
2,1,2,2,0,7742
1,1,1,1,0,7743
3,0,1,2,0,7744
1,1,1,1,0,7745
3,0,2,2,1,7746
4,0,2,2,1,7747
4,0,2,1,1,7748
4,0,2,2,1,7749
3,1,2,2,0,7750
3,1,2,2,0,7751
4,1,0,2,1,7752
2,1,1,1,0,7753
0,1,1,1,0,7754
2,1,3,2,1,7755
2,1,3,2,1,7756
3,1,3,2,1,7757
1,1,1,1,0,7758
1,1,2,1,0,7759
3,0,2,1,1,7760
1,1,1,1,0,7761
2,1,1,1,0,7762
4,0,1,2,1,7763
2,0,0,1,0,7764
4,0,1,0,1,7765
4,1,2,2,1,7766
3,1,1,1,1,7767
1,1,1,1,0,7768
4,0,0,0,1,7769
3,0,1,1,1,7770
4,0,0,2,1,7771
3,0,3,1,1,7772
3,0,3,2,1,7773
3,0,3,2,0,7774
4,0,2,0,1,7775
3,0,2,3,0,7776
3,0,1,2,1,7777
3,0,2,2,0,7778
2,0,2,1,0,7779
3,0,1,2,1,7780
4,0,2,2,1,7781
3,0,2,2,0,7782
3,0,2,2,0,7783
1,1,1,2,0,7784
3,1,1,2,1,7785
1,1,1,1,0,7786
1,1,1,2,0,7787
2,1,1,2,0,7788
2,1,0,2,0,7789
4,0,0,0,1,7790
2,0,0,0,0,7791
2,0,0,0,0,7792
3,0,2,2,0,7793
2,0,0,0,0,7794
2,0,2,2,0,7795
3,0,0,0,1,7796
3,0,2,2,0,7797
3,0,2,2,0,7798
4,0,2,1,0,7799
3,0,2,2,0,7800
4,0,2,2,1,7801
4,0,2,2,1,7802
4,0,1,1,1,7803
4,0,2,2,1,7804
4,0,2,2,1,7805
4,0,2,2,0,7806
4,0,2,2,0,7807
1,1,0,1,0,7808
3,1,2,2,0,7809
4,1,1,1,1,7810
4,0,2,2,1,7811
4,0,3,2,1,7812
2,0,3,1,0,7813
4,0,2,1,1,7814
4,0,3,1,1,7815
3,0,3,2,1,7816
3,0,3,2,0,7817
4,0,3,1,1,7818
2,0,1,1,0,7819
3,1,2,2,1,7820
2,1,1,1,0,7821
1,0,1,2,0,7822
2,1,2,2,0,7823
2,1,2,2,0,7824
4,1,2,2,1,7825
2,0,1,1,0,7826
1,0,2,2,0,7827
4,0,2,3,1,7828
3,1,1,1,1,7829
3,1,1,1,0,7830
2,1,2,1,0,7831
1,1,2,2,0,7832
3,1,2,2,0,7833
3,0,2,1,1,7834
4,0,3,2,1,7835
2,1,2,2,0,7836
3,0,3,2,1,7837
3,0,1,1,0,7838
3,0,0,0,1,7839
3,0,1,1,1,7840
3,0,2,2,1,7841
3,0,2,2,1,7842
4,1,0,2,1,7843
2,1,1,1,0,7844
0,1,1,1,0,7845
2,1,0,2,0,7846
1,1,2,1,0,7847
2,1,1,1,0,7848
2,1,1,1,0,7849
3,1,2,2,0,7850
3,0,0,0,0,7851
2,1,2,1,0,7852
2,1,0,0,0,7853
1,1,2,2,0,7854
4,0,2,2,1,7855
3,0,2,2,1,7856
3,1,2,2,0,7857
3,1,2,2,1,7858
2,1,2,2,0,7859
4,0,1,2,1,7860
4,0,2,2,1,7861
3,1,2,2,1,7862
1,1,2,1,0,7863
3,1,2,2,1,7864
0,1,2,2,0,7865
2,0,0,2,0,7866
1,0,1,1,0,7867
4,0,2,1,1,7868
4,0,0,0,1,7869
2,0,1,1,0,7870
4,0,2,2,1,7871
3,1,2,2,1,7872
2,1,1,1,0,7873
2,1,1,1,0,7874
3,0,1,1,0,7875
4,1,2,2,1,7876
2,1,1,2,0,7877
2,1,1,1,0,7878
2,1,0,1,0,7879
1,1,1,1,0,7880
2,1,1,1,0,7881
1,1,1,1,0,7882
1,0,2,2,0,7883
3,0,1,0,0,7884
1,0,1,2,0,7885
4,0,2,2,1,7886
4,0,2,2,1,7887
4,0,2,2,1,7888
4,1,2,2,1,7889
3,0,2,2,1,7890
3,1,2,1,0,7891
1,0,1,2,0,7892
1,1,2,2,0,7893
2,1,2,2,0,7894
3,0,0,2,1,7895
4,0,1,1,1,7896
4,0,1,2,1,7897
4,0,2,1,0,7898
3,0,2,1,0,7899
3,0,3,3,1,7900
4,0,0,0,1,7901
3,0,0,1,1,7902
4,0,0,0,1,7903
3,1,2,2,1,7904
3,1,0,1,1,7905
1,0,2,2,0,7906
3,0,2,2,0,7907
2,0,2,2,0,7908
4,0,2,2,1,7909
3,1,1,2,0,7910
3,1,1,1,0,7911
3,0,2,2,0,7912
2,0,2,2,0,7913
3,0,2,2,0,7914
1,0,2,2,0,7915
4,0,2,2,1,7916
4,0,2,2,1,7917
3,0,2,2,1,7918
2,1,2,2,0,7919
4,0,2,2,1,7920
4,0,3,2,1,7921
3,0,1,2,1,7922
4,1,1,0,1,7923
2,1,0,0,0,7924
2,1,0,1,0,7925
3,1,1,2,1,7926
2,1,1,2,0,7927
3,1,2,1,1,7928
4,0,3,3,1,7929
1,0,2,2,0,7930
4,0,2,2,1,7931
1,1,2,2,0,7932
3,1,2,2,1,7933
3,1,1,2,0,7934
3,1,2,2,1,7935
3,1,0,0,0,7936
3,1,2,2,0,7937
3,1,1,1,0,7938
3,1,2,2,1,7939
4,0,1,1,0,7940
4,0,2,1,1,7941
3,0,1,2,1,7942
3,0,2,2,0,7943
2,0,2,1,0,7944
4,1,2,2,1,7945
3,0,2,2,1,7946
3,0,1,1,1,7947
4,0,2,2,1,7948
4,0,2,2,1,7949
4,0,2,2,0,7950
1,1,1,1,0,7951
1,1,1,1,0,7952
3,0,2,2,0,7953
4,0,2,2,1,7954
3,0,2,2,0,7955
3,0,2,0,1,7956
3,0,2,2,1,7957
3,1,1,1,1,7958
3,1,1,1,1,7959
2,1,3,1,1,7960
4,1,3,1,1,7961
4,1,3,1,1,7962
3,1,1,1,1,7963
4,1,1,1,1,7964
4,1,2,1,1,7965
0,1,1,2,0,7966
4,0,2,2,1,7967
2,0,1,2,1,7968
4,0,1,1,1,7969
1,1,1,1,0,7970
3,1,2,2,0,7971
4,0,2,2,1,7972
2,0,2,1,0,7973
2,1,1,2,1,7974
3,0,1,1,0,7975
2,0,2,1,0,7976
3,0,2,2,0,7977
3,0,1,2,1,7978
3,0,1,1,0,7979
4,0,1,1,1,7980
3,1,1,2,0,7981
2,1,2,2,0,7982
3,0,2,2,0,7983
2,0,0,1,0,7984
4,0,2,2,1,7985
3,0,1,1,0,7986
2,0,2,2,0,7987
3,0,1,2,1,7988
2,1,0,0,0,7989
2,1,1,2,0,7990
4,0,0,2,1,7991
3,0,1,1,1,7992
3,0,2,1,1,7993
3,1,2,2,1,7994
1,0,1,2,0,7995
1,1,1,1,0,7996
3,0,2,2,0,7997
4,0,2,2,1,7998
4,0,1,1,0,7999
2,1,1,2,0,8000
2,1,1,2,0,8001
0,0,2,2,0,8002
4,0,2,2,1,8003
4,0,2,2,1,8004
3,0,0,1,0,8005
3,0,2,2,1,8006
2,0,1,1,0,8007
2,0,2,2,0,8008
2,0,2,2,0,8009
3,0,1,1,0,8010
4,0,1,2,0,8011
4,0,2,2,1,8012
4,0,2,2,1,8013
4,0,2,2,1,8014
3,0,2,2,1,8015
3,1,1,1,0,8016
1,1,2,2,0,8017
1,1,3,1,0,8018
3,1,2,2,0,8019
3,0,1,1,0,8020
4,0,1,1,1,8021
2,1,2,0,0,8022
2,1,1,1,1,8023
4,1,1,2,0,8024
4,1,1,1,1,8025
2,0,1,1,0,8026
3,0,1,1,1,8027
2,0,2,2,0,8028
3,1,2,1,0,8029
0,1,1,1,0,8030
3,1,2,2,1,8031
4,1,2,1,0,8032
3,1,2,0,1,8033
2,1,2,1,0,8034
1,1,1,1,0,8035
2,1,1,2,0,8036
4,0,2,2,1,8037
4,0,2,2,1,8038
2,0,2,0,0,8039
2,1,1,1,0,8040
3,1,1,0,0,8041
3,1,1,1,1,8042
2,0,2,1,0,8043
1,0,2,2,0,8044
2,0,2,2,1,8045
4,1,2,2,1,8046
3,1,1,2,1,8047
4,1,2,2,1,8048
3,0,1,1,0,8049
2,0,2,2,0,8050
4,0,2,2,1,8051
4,0,2,2,1,8052
3,0,2,1,1,8053
3,0,2,1,1,8054
1,1,1,1,0,8055
2,0,1,2,0,8056
3,0,2,2,0,8057
4,0,2,2,1,8058
2,0,3,2,1,8059
1,0,3,2,0,8060
4,0,2,2,1,8061
3,0,2,2,0,8062
3,0,2,2,1,8063
3,0,2,1,1,8064
3,0,2,0,1,8065
3,0,2,2,1,8066
4,0,2,2,1,8067
4,0,0,2,1,8068
3,1,2,2,1,8069
3,1,2,1,1,8070
2,1,1,1,0,8071
2,1,2,1,0,8072
2,1,1,1,0,8073
2,1,1,1,0,8074
2,1,2,1,0,8075
2,1,1,1,0,8076
2,1,2,1,0,8077
2,1,2,1,0,8078
3,1,2,1,1,8079
2,1,0,0,0,8080
2,1,0,0,0,8081
3,1,1,1,1,8082
3,1,2,2,1,8083
1,0,1,1,0,8084
4,0,2,2,1,8085
2,1,2,2,0,8086
2,0,1,1,0,8087
4,0,3,1,1,8088
2,1,2,1,0,8089
3,1,1,2,0,8090
1,1,2,2,0,8091
2,1,1,2,0,8092
2,1,1,2,0,8093
0,1,1,2,0,8094
2,1,1,2,0,8095
2,1,1,1,0,8096
4,1,1,2,1,8097
2,1,1,2,0,8098
1,1,1,2,0,8099
2,1,1,1,0,8100
1,1,1,1,0,8101
2,1,1,1,0,8102
3,1,2,2,0,8103
2,1,2,2,0,8104
3,0,2,2,1,8105
4,0,2,2,1,8106
2,1,2,2,0,8107
4,1,3,2,1,8108
3,1,2,2,1,8109
2,1,1,1,0,8110
2,1,2,2,0,8111
3,0,1,1,1,8112
4,0,2,2,1,8113
3,0,1,1,0,8114
3,0,3,1,0,8115
3,0,1,1,1,8116
3,0,1,1,1,8117
3,0,1,1,1,8118
2,1,2,2,1,8119
4,1,0,0,1,8120
3,1,2,2,1,8121
3,1,0,2,0,8122
1,1,2,2,0,8123
1,1,2,2,0,8124
3,1,2,2,1,8125
4,1,1,1,1,8126
3,0,0,0,1,8127
3,0,2,2,1,8128
1,1,1,1,0,8129
3,1,1,1,0,8130
3,1,0,1,0,8131
2,0,2,2,0,8132
2,1,1,1,0,8133
2,1,0,2,1,8134
3,1,2,0,1,8135
1,1,2,2,0,8136
1,1,1,1,0,8137
4,0,2,2,1,8138
3,0,2,2,1,8139
3,0,3,1,0,8140
1,0,2,2,0,8141
3,0,1,2,0,8142
4,0,0,2,1,8143
2,0,2,0,0,8144
4,0,3,2,1,8145
4,0,3,3,1,8146
2,1,1,1,0,8147
3,1,2,1,1,8148
2,1,2,2,0,8149
4,1,2,1,1,8150
3,1,2,2,1,8151
4,1,2,2,1,8152
2,1,2,2,0,8153
2,1,2,1,0,8154
1,1,2,1,1,8155
2,1,1,0,0,8156
2,0,2,2,1,8157
4,0,3,1,1,8158
4,0,2,2,1,8159
4,1,1,2,1,8160
0,1,2,1,0,8161
3,0,2,2,0,8162
3,1,2,2,1,8163
3,0,1,2,0,8164
2,0,2,1,0,8165
2,1,2,2,0,8166
2,0,1,1,0,8167
4,0,1,1,1,8168
2,0,2,2,1,8169
1,1,2,2,0,8170
3,1,2,2,1,8171
2,1,2,2,0,8172
4,0,0,0,1,8173
3,0,1,1,0,8174
2,1,2,2,0,8175
3,1,2,2,0,8176
3,1,1,0,0,8177
1,1,1,1,0,8178
3,0,2,2,1,8179
3,0,2,2,1,8180
3,0,1,1,1,8181
2,0,0,0,0,8182
3,0,3,2,0,8183
3,0,1,3,0,8184
1,1,1,2,0,8185
2,0,1,0,0,8186
4,0,0,2,1,8187
2,1,1,2,0,8188
3,0,0,0,0,8189
3,0,2,1,0,8190
2,0,2,2,0,8191
2,0,2,2,0,8192
2,1,1,2,1,8193
4,1,1,1,1,8194
3,1,1,1,1,8195
4,0,0,0,1,8196
3,0,1,0,0,8197
3,0,0,2,1,8198
3,1,2,2,0,8199
3,1,1,1,1,8200
4,0,2,2,1,8201
4,0,1,1,1,8202
3,0,2,2,0,8203
4,1,2,2,1,8204
4,1,2,2,1,8205
3,0,2,2,0,8206
4,0,0,1,1,8207
2,1,1,2,0,8208
3,0,2,2,1,8209
4,0,1,0,1,8210
4,0,2,2,1,8211
1,1,2,1,0,8212
3,0,2,2,1,8213
3,0,1,2,1,8214
4,0,1,1,1,8215
2,1,2,1,0,8216
4,0,2,2,1,8217
4,0,1,2,1,8218
3,0,2,1,0,8219
2,1,2,2,0,8220
2,1,2,2,0,8221
2,0,2,0,0,8222
3,0,2,2,0,8223
2,0,1,1,0,8224
4,0,2,2,1,8225
3,0,3,2,1,8226
3,0,2,2,1,8227
2,1,1,1,0,8228
2,1,1,1,0,8229
2,1,0,0,0,8230
2,1,1,2,0,8231
2,0,2,2,0,8232
2,1,2,2,0,8233
1,1,0,2,0,8234
4,1,2,2,1,8235
3,0,2,2,0,8236
4,0,1,2,1,8237
4,0,2,1,1,8238
0,0,3,2,0,8239
4,0,2,2,1,8240
4,0,2,2,1,8241
4,0,2,2,1,8242
3,1,2,0,1,8243
2,1,2,1,0,8244
3,0,2,2,0,8245
4,0,2,2,1,8246
3,0,2,2,0,8247
3,0,1,1,1,8248
4,0,2,2,1,8249
3,0,0,2,0,8250
2,1,2,2,0,8251
2,0,1,2,0,8252
4,0,2,2,1,8253
3,0,2,2,0,8254
2,1,2,2,0,8255
1,1,1,2,0,8256
